segment,mean,median,max
2015-01-25-15,22.8,16.2,112.64
2015-01-26-6,44.06,18.68,249.07
2015-01-26-9,106.48,87.74,249.07
2015-01-26-12,53.78,38.29,244.97
2015-01-26-15,61.53,58.11,172.45
2015-01-27-6,25.43,17.87,206.25
2015-01-27-9,40.12,31.62,243.03
2015-01-27-12,39.14,32.24,164.11
2015-01-27-15,37.65,26.69,151.8
2015-01-28-3,19.15,17.73,146.3
2015-01-28-6,56.27,54.23,249.07
2015-01-28-9,86.89,69.68,249.07
2015-01-28-12,37.52,26.38,187.27
2015-01-29-6,20.34,16.13,248.62
2015-01-29-9,43.44,29.57,237.06
2015-01-29-12,33.96,27.25,178.66
2015-01-29-15,34.85,27.4,185.24
2015-01-30-3,16.93,15.37,182.38
2015-01-30-6,25.28,21.8,248.96
2015-01-30-9,48.68,29.2,247.42
2015-01-30-12,20.39,16.04,78.01
2015-01-31-12,49.86,48.34,213.66
2015-01-31-15,40.67,34.08,179.29
2015-02-01-3,18.79,17.81,35.58
2015-02-01-6,27.45,20.11,229.98
2015-02-01-15,23.54,17.82,244.28
2015-02-02-6,119.89,118.81,249.07
2015-02-02-12,97.65,99.87,249.07
2015-02-02-15,84.21,97.18,247.82
2015-02-03-3,28.62,22.89,214.69
2015-02-03-6,68.75,64.75,249.07
2015-02-03-15,35.64,30.54,163.0
2015-02-04-3,20.88,20.79,35.59
2015-02-04-6,31.58,23.5,218.53
2015-02-04-12,104.31,108.3,248.73
2015-02-04-15,35.68,30.09,164.9
2015-02-05-9,77.5,71.7,249.07
2015-02-05-12,117.61,117.97,249.07
2015-02-05-15,75.35,54.31,248.96
2015-02-06-9,22.4,17.16,219.53
2015-02-06-12,30.39,22.83,248.39
2015-02-07-9,107.12,100.7,249.07
2015-02-07-12,61.15,57.07,248.96
2015-02-07-15,72.35,77.56,225.03
2015-02-08-6,62.84,45.35,246.22
2015-02-08-9,37.17,32.19,193.39
2015-02-08-12,19.04,16.05,117.05
2015-02-09-15,27.08,27.85,248.73
2015-02-11-12,77.15,78.66,228.99
2015-02-12-12,46.67,43.06,171.52
2015-02-12-15,41.79,33.23,193.16
2015-02-15-9,43.15,37.42,236.53
2015-02-15-12,55.85,49.84,207.3
2015-02-16-9,19.61,17.82,86.02
2015-02-17-3,16.68,16.9,180.94
2015-02-17-6,55.14,56.2,237.56
2015-02-17-9,105.58,71.77,249.07
2015-02-17-12,35.68,29.9,154.8
2015-02-18-3,19.57,19.24,245.08
2015-02-18-6,98.51,71.3,249.07
2015-02-18-9,65.42,53.29,246.79
2015-02-18-12,56.16,50.89,170.38
2015-02-19-6,39.84,29.77,219.72
2015-02-19-9,22.74,20.69,156.43
2015-02-19-12,23.68,17.76,124.68
2015-02-20-9,36.87,35.19,174.46
2015-02-20-12,57.75,47.14,248.73
2015-02-21-9,40.76,26.95,240.63
2015-02-21-12,17.57,17.82,40.81
2015-02-22-12,26.63,26.28,71.26
2015-02-23-6,71.16,64.62,248.96
2015-02-23-9,119.28,111.21,249.07
2015-02-23-12,49.34,42.64,210.62
2015-02-24-6,67.29,55.45,203.27
2015-02-24-9,73.43,64.95,228.32
2015-02-24-12,50.88,43.6,175.35
2015-02-25-6,22.33,18.43,84.5
2015-02-25-9,63.88,50.13,244.27
2015-02-25-12,46.67,43.3,168.12
2015-02-26-6,33.04,20.79,232.31
2015-02-26-9,37.85,29.45,210.32
2015-02-26-12,20.9,16.61,87.49
2015-02-27-6,15.39,17.39,26.21
2015-02-28-9,63.86,75.72,124.01
2015-02-28-12,57.69,43.07,218.89
2015-03-01-9,144.62,159.43,249.07
2015-03-01-12,32.34,31.86,91.34
2015-03-02-6,173.17,198.18,249.07
2015-03-02-9,137.51,145.68,249.07
2015-03-02-12,54.78,54.27,248.84
2015-03-03-6,64.34,37.77,248.96
2015-03-03-9,110.07,112.36,249.07
2015-03-03-12,46.55,33.27,174.97
2015-03-06-6,78.95,73.23,246.56
2015-03-07-6,61.17,52.48,222.34
2015-03-07-9,49.73,47.2,125.96
2015-03-07-12,21.83,21.85,59.16
2015-03-08-9,67.14,63.91,178.02
2015-03-08-12,69.37,71.89,163.9
2015-03-09-12,15.74,16.41,247.48
2015-03-10-9,39.99,27.0,244.38
2015-03-11-9,25.27,16.14,191.42
2015-03-11-12,112.23,112.75,248.96
2015-03-12-6,40.11,33.81,246.68
2015-03-12-9,89.53,73.98,249.07
2015-03-12-12,46.46,41.18,185.55
2015-03-13-12,115.89,111.2,243.83
2015-03-14-9,26.73,20.83,182.24
2015-03-14-12,35.65,25.84,238.24
2015-03-15-6,60.74,43.89,243.26
2015-03-15-9,54.97,54.0,217.04
2015-03-15-12,32.93,25.29,137.31
2015-03-16-6,36.29,24.46,240.29
2015-03-16-9,25.66,21.04,124.61
2015-03-17-9,30.02,24.0,201.13
2015-03-18-6,65.47,28.02,248.96
2015-03-18-9,81.72,70.5,249.07
2015-03-18-12,55.49,45.43,234.25
2015-03-19-6,80.52,67.63,249.07
2015-03-19-9,103.04,94.32,249.07
2015-03-19-12,100.23,97.77,249.07
2015-03-20-6,46.84,27.56,249.07
2015-03-20-9,76.56,76.37,248.39
2015-03-20-12,29.63,27.14,162.99
2015-03-21-6,79.65,62.34,243.83
2015-03-21-9,74.12,69.14,210.04
2015-03-21-12,34.58,31.77,141.27
2015-03-22-6,114.79,112.82,248.5
2015-03-22-9,31.95,18.26,231.59
2015-03-22-12,83.74,86.2,239.69
2015-03-23-9,50.97,41.57,241.13
2015-03-23-12,49.23,33.82,224.23
2015-03-24-9,31.41,15.83,249.07
2015-03-24-12,82.29,83.4,246.82
2015-03-25-9,72.79,57.04,245.99
2015-03-27-6,28.12,24.51,191.73
2015-03-27-9,43.24,40.92,217.42
2015-03-27-12,26.91,23.13,189.24
2015-03-28-6,76.98,78.88,248.62
2015-03-28-9,50.55,26.27,239.45
2015-03-29-9,67.04,46.6,248.27
2015-03-30-6,21.58,19.46,248.84
2015-03-30-9,43.01,24.39,248.5
2015-03-31-9,55.89,31.83,245.99
2015-04-04-9,74.93,69.08,247.18
2015-04-05-6,19.28,19.81,194.09
2015-04-06-9,20.3,18.53,194.64
2015-04-09-6,25.16,21.57,210.02
2015-04-09-9,30.09,21.6,226.55
2015-04-10-9,23.38,20.22,203.87
2015-04-11-6,44.04,16.6,242.19
2015-04-11-9,42.39,29.67,201.77
2015-04-13-9,32.28,25.19,248.62
2015-04-15-9,84.92,38.47,248.96
2015-04-16-9,83.98,78.13,248.96
2015-04-17-9,51.09,47.27,209.25
2015-04-20-9,34.24,17.37,247.13
2015-04-21-9,69.17,61.04,234.93
2015-04-22-9,56.43,49.43,247.65
2015-04-23-9,31.12,17.32,248.5
2015-04-27-9,88.23,89.99,249.07
2015-04-28-9,89.2,106.28,248.96
2015-08-17-9,91.4,86.38,240.47
2015-08-19-9,25.03,21.04,103.69
2015-08-20-9,43.0,40.92,220.95
2015-08-22-9,46.67,35.33,218.28
2015-08-23-9,63.43,54.24,233.81
2015-08-25-6,48.45,35.55,244.4
2015-08-25-9,27.47,22.15,171.34
2015-08-28-9,86.07,74.9,249.07
2015-08-29-9,91.77,89.65,249.07
2015-09-01-9,16.64,17.79,80.69
2015-09-03-6,21.45,20.85,77.23
2015-09-03-9,26.03,24.79,123.07
2015-09-04-6,79.14,72.27,248.96
2015-09-04-9,69.02,49.66,249.07
2015-09-05-6,42.87,36.2,238.26
2015-09-05-9,49.53,40.0,225.57
2015-09-06-6,36.06,30.71,227.69
2015-09-06-9,65.71,52.08,243.49
2015-09-07-6,73.69,61.84,248.84
2015-09-07-9,46.09,35.16,238.26
2015-09-09-6,80.54,71.77,240.17
2015-09-09-9,54.42,45.42,249.07
2015-09-10-9,29.08,20.55,222.17
2015-09-11-6,42.96,26.7,249.07
2015-09-11-9,96.36,84.74,249.07
2015-09-12-6,51.48,35.83,229.29
2015-09-12-9,67.18,55.63,229.29
2015-09-13-9,42.18,40.89,182.33
2015-09-15-9,34.69,25.56,195.94
2015-09-15-12,58.09,63.4,181.22
2015-09-17-6,52.5,41.36,237.36
2015-09-17-9,47.43,41.08,215.06
2015-09-18-6,37.25,32.44,215.75
2015-09-18-9,68.4,55.73,241.84
2015-09-18-12,45.27,30.42,202.07
2015-09-19-6,51.58,40.63,239.45
2015-09-19-9,57.78,46.35,224.62
2015-09-19-12,28.14,23.74,98.64
2015-09-20-6,75.57,61.87,249.07
2015-09-20-9,57.94,33.1,248.96
2015-09-20-12,53.95,32.71,248.16
2015-09-22-6,39.35,29.28,202.03
2015-09-23-9,43.79,37.53,152.91
2015-09-24-9,24.11,16.08,233.17
2015-09-25-6,15.52,15.57,63.83
2015-09-25-9,64.69,53.02,207.29
2015-09-26-9,17.78,15.05,248.96
2015-09-27-12,16.22,20.07,36.36
2015-09-28-12,13.95,16.0,32.17
2015-10-04-6,69.07,48.41,239.45
2015-10-04-9,34.52,30.41,120.88
2015-10-04-12,60.55,60.31,142.13
2015-10-05-6,37.78,32.69,150.94
2015-10-05-9,51.6,48.31,212.0
2015-10-05-12,46.25,45.2,185.72
2015-10-06-9,36.26,27.55,223.93
2015-10-06-12,86.55,65.28,230.73
2015-10-07-6,109.63,98.34,249.07
2015-10-07-9,80.72,60.92,249.07
2015-10-07-12,71.23,33.61,241.66
2015-10-08-3,49.05,29.07,239.45
2015-10-08-6,65.5,46.89,228.99
2015-10-08-9,53.7,40.15,224.5
2015-10-08-12,113.94,114.56,239.45
2015-10-09-9,55.21,54.71,187.77
2015-10-09-12,65.09,62.01,193.27
2015-10-11-12,57.72,51.66,217.71
2015-10-12-6,41.72,23.62,239.45
2015-10-12-9,75.2,62.48,242.8
2015-10-12-12,70.11,54.22,213.3
2015-10-13-6,73.88,55.51,248.96
2015-10-13-9,59.31,34.22,222.71
2015-10-14-3,34.4,33.71,220.58
2015-10-14-6,49.61,37.14,212.24
2015-10-14-9,66.24,62.52,219.47
2015-10-14-12,22.8,21.9,58.45
2015-10-15-6,29.89,26.57,196.38
2015-10-15-9,43.64,33.03,223.9
2015-10-15-12,29.29,22.57,209.36
2015-10-16-6,24.61,16.66,226.61
2015-10-17-6,21.24,17.17,94.26
2015-10-17-9,50.06,48.43,212.27
2015-10-17-12,51.18,39.35,164.33
2015-10-18-6,26.04,23.16,124.81
2015-10-18-9,54.88,40.5,244.17
2015-10-18-12,32.46,26.72,164.02
2015-10-20-6,37.06,30.89,249.07
2015-10-20-9,49.07,35.43,239.45
2015-10-20-12,56.12,36.02,233.52
2015-10-21-9,68.67,63.86,248.84
2015-10-21-12,62.61,48.05,236.3
2015-10-23-12,27.01,20.92,106.05
2015-10-24-6,36.66,21.95,248.84
2015-10-25-3,16.05,17.87,41.49
2015-10-25-9,37.71,32.56,244.3
2015-10-26-3,18.36,19.4,51.8
2015-10-28-3,14.73,15.57,39.07
2015-10-30-6,15.47,17.48,27.74
2015-10-31-9,17.3,19.05,27.85
2015-10-31-12,59.35,66.39,210.4
2015-11-01-6,49.26,49.58,133.78
2015-11-01-9,84.21,81.9,213.91
2015-11-01-12,101.32,103.22,242.0
2015-11-02-12,37.08,28.22,132.76
2015-11-03-6,84.29,79.0,227.19
2015-11-03-9,160.53,176.13,249.07
2015-11-03-12,70.43,49.76,239.84
2015-11-04-3,40.88,36.11,204.68
2015-11-04-6,92.61,82.79,247.02
2015-11-04-9,64.29,51.47,241.49
2015-11-04-12,52.78,47.9,202.21
2015-11-05-9,55.67,53.98,154.73
2015-11-05-12,46.83,46.36,131.95
2015-11-05-15,35.03,25.08,223.47
2015-11-06-9,16.17,15.8,99.39
2015-11-06-12,19.85,19.79,50.8
2015-11-07-3,79.43,67.99,241.74
2015-11-07-6,102.92,87.36,243.6
2015-11-07-9,59.63,44.34,243.09
2015-11-07-12,67.51,63.88,205.15
2015-11-07-15,54.76,55.21,203.28
2015-11-08-12,105.79,104.63,228.53
2015-11-08-15,52.88,55.0,213.24
2015-11-09-6,41.19,36.19,191.53
2015-11-09-9,48.88,44.02,188.98
2015-11-09-12,52.55,51.64,131.92
2015-11-09-15,47.08,50.73,144.59
2015-11-10-3,43.28,39.72,248.73
2015-11-10-6,68.62,65.37,234.12
2015-11-10-9,75.44,50.41,249.07
2015-11-10-12,115.6,108.17,249.07
2015-11-10-15,42.2,39.63,202.86
2015-11-11-6,63.82,49.44,239.45
2015-11-11-9,24.21,24.24,64.17
2015-11-11-12,30.48,30.67,63.5
2015-11-12-9,37.76,25.1,221.22
2015-11-13-9,63.9,50.85,242.37
2015-11-13-12,81.66,75.16,230.63
2015-11-13-15,56.94,58.0,220.13
2015-11-14-6,30.83,29.61,115.36
2015-11-14-9,45.22,41.39,188.74
2015-11-14-12,51.78,42.97,147.37
2015-11-15-9,56.78,38.03,226.35
2015-11-15-12,31.27,22.82,144.37
2015-11-16-3,25.01,22.47,79.61
2015-11-16-6,52.71,41.3,249.07
2015-11-16-9,95.65,85.67,242.8
2015-11-16-12,93.09,76.51,239.45
2015-11-16-15,99.63,99.73,227.7
2015-11-17-9,53.48,39.4,181.44
2015-11-17-12,17.91,15.39,92.83
2015-11-17-15,24.63,24.58,83.93
2015-11-18-9,96.13,89.52,239.79
2015-11-18-12,30.2,22.19,110.79
2015-11-18-15,46.49,46.52,158.69
2015-11-19-6,35.2,21.72,248.96
2015-11-19-9,91.39,72.37,249.07
2015-11-19-12,48.37,37.56,217.24
2015-11-20-9,31.04,23.46,125.92
2015-11-21-3,16.94,18.37,26.45
2015-11-21-6,16.9,18.44,242.1
2015-11-22-3,15.15,16.72,26.09
2015-11-22-6,15.19,17.28,27.04
2015-11-24-3,15.07,16.12,25.85
2015-11-27-3,16.63,16.61,35.81
2015-11-28-9,16.26,16.71,85.51
2015-11-28-12,134.1,145.11,248.62
2015-11-29-6,17.53,17.84,56.58
2015-11-29-9,49.45,28.34,248.16
2015-11-29-12,74.23,73.2,248.73
2015-11-29-15,30.5,27.36,102.7
2015-11-30-3,32.48,24.31,232.26
2015-11-30-6,72.24,54.38,249.07
2015-12-01-9,74.79,66.34,239.15
2015-12-01-12,104.83,100.32,239.45
2015-12-01-15,80.89,63.7,249.07
2015-12-02-9,52.87,45.53,204.47
2015-12-02-12,65.02,61.68,183.4
2015-12-02-15,25.59,27.67,222.14
2015-12-04-9,23.45,17.52,199.83
2015-12-05-9,59.57,48.47,243.71
2015-12-05-12,56.68,53.26,184.65
2015-12-05-15,75.44,58.31,249.07
2015-12-06-3,30.39,20.35,248.73
2015-12-06-6,43.34,40.1,230.69
2015-12-06-9,80.92,40.94,248.62
2015-12-06-12,104.75,97.08,239.45
2015-12-06-15,58.18,51.11,227.37
2015-12-07-6,41.24,30.8,227.27
2015-12-07-9,76.71,77.69,158.92
2015-12-07-12,56.98,52.52,191.09
2015-12-07-15,25.29,22.84,77.68
2015-12-08-9,46.17,34.6,223.43
2015-12-09-12,30.63,21.43,191.48
2015-12-09-15,30.76,24.97,208.92
2015-12-10-6,57.57,37.54,239.84
2015-12-10-9,59.3,46.09,212.59
2015-12-10-12,76.59,68.69,242.35
2015-12-10-15,65.63,54.38,241.66
2015-12-11-6,59.1,51.45,239.45
2015-12-11-9,78.66,62.35,239.44
2015-12-11-12,61.6,48.49,213.95
2015-12-11-15,64.09,43.86,233.95
2015-12-12-6,45.99,33.94,245.33
2015-12-12-9,43.43,28.09,239.8
2015-12-12-12,25.68,20.56,150.48
2015-12-12-15,35.25,30.97,166.9
2015-12-13-6,25.07,15.4,224.8
2015-12-13-9,45.86,38.26,186.03
2015-12-14-9,23.53,18.58,207.39
2015-12-14-15,143.56,147.96,249.07
2015-12-15-3,21.97,21.11,53.97
2015-12-15-6,38.76,32.48,200.18
2015-12-15-9,53.55,46.5,161.3
2015-12-15-12,37.26,35.97,128.49
2015-12-15-15,26.73,22.02,113.39
2015-12-17-12,40.44,35.74,172.57
2015-12-17-15,35.74,32.71,129.07
2015-12-19-15,23.05,19.81,156.63
2015-12-20-3,50.98,18.24,249.07
2015-12-20-6,157.8,173.68,249.07
2015-12-20-9,140.21,159.29,249.07
2015-12-20-12,154.95,174.39,249.07
2015-12-20-15,162.48,191.69,249.07
2015-12-21-9,133.71,141.23,249.07
2015-12-21-12,48.44,50.57,125.61
2015-12-21-15,37.93,32.38,118.57
2015-12-23-12,70.12,71.5,222.38
2015-12-23-15,36.59,30.66,147.05
2015-12-24-12,69.33,71.1,245.42
2015-12-24-15,24.36,18.77,125.76
2015-12-25-3,18.24,18.62,33.51
2015-12-25-6,44.89,25.64,248.43
2015-12-25-12,80.85,88.9,227.15
2015-12-25-15,27.65,20.84,172.29
2015-12-26-12,135.8,143.46,249.07
2015-12-27-6,55.26,41.52,239.47
2015-12-27-9,99.05,94.04,239.45
2015-12-27-12,96.7,92.0,248.16
2015-12-27-15,21.17,17.04,114.27
2015-12-28-9,62.2,36.29,222.8
2015-12-28-15,15.05,15.04,42.7
2015-12-29-12,46.3,38.01,237.69
2015-12-29-15,18.77,20.46,234.81
2015-12-30-9,18.19,19.47,89.48
2015-12-30-15,22.07,25.93,39.62
2015-12-31-6,66.12,43.18,249.07
2015-12-31-9,129.47,128.2,249.07
2015-12-31-12,145.87,152.26,249.07
2015-12-31-15,77.6,66.25,249.07
