segment,mean,median,max
2014-03-18-6,42.91,16.99,239.87
2014-03-18-12,89.95,99.63,246.91
2014-03-19-9,28.28,20.71,123.16
2014-03-20-9,39.37,17.89,248.73
2014-03-20-12,22.97,16.85,115.34
2014-03-21-6,40.71,28.44,244.96
2014-03-21-9,107.82,91.56,249.07
2014-03-21-12,25.28,21.32,201.34
2014-03-26-6,36.33,19.84,248.73
2014-03-26-9,23.22,16.9,229.88
2014-03-27-9,64.87,61.59,233.77
2014-03-27-12,50.79,32.45,229.79
2014-03-28-12,35.1,26.5,194.21
2014-03-31-12,43.92,21.77,241.95
2014-04-03-9,26.23,15.22,180.57
2014-04-05-9,52.86,47.74,223.31
2014-04-07-9,16.75,15.15,88.37
2014-04-08-9,29.07,19.62,178.79
2014-04-09-6,17.51,21.0,248.05
2014-04-09-9,27.06,19.42,209.33
2014-04-11-6,14.76,15.97,248.05
2014-04-11-9,17.4,16.03,152.97
2014-04-13-9,134.14,145.72,249.07
2014-04-15-9,41.59,21.01,248.73
2014-04-16-9,48.77,21.51,228.58
2014-04-17-9,37.81,25.01,248.96
2014-04-19-9,51.68,37.08,223.89
2014-04-21-9,57.44,57.46,233.66
2014-04-23-9,53.09,47.33,248.84
2014-04-24-9,90.71,87.16,247.36
2014-04-25-9,22.05,17.63,70.98
2014-04-26-9,50.38,19.51,248.5
2014-04-27-9,29.17,15.14,248.39
2014-04-28-9,102.95,101.84,249.07
2014-04-29-9,25.63,20.92,248.96
2014-05-01-9,17.1,23.04,91.21
2014-05-02-9,31.34,30.81,224.48
2014-05-05-9,38.15,30.97,224.48
2014-08-14-9,18.11,22.28,138.85
2014-08-15-9,16.33,19.33,248.16
2014-08-16-9,33.29,20.37,224.48
2014-08-17-9,22.46,15.12,248.16
2014-08-19-9,42.96,39.63,179.1
2014-08-21-9,55.21,51.63,222.71
2014-08-27-9,19.03,16.27,93.65
2014-08-28-6,50.48,27.76,248.84
2014-08-28-9,82.35,91.6,248.62
2014-08-29-6,45.82,32.47,231.45
2014-08-29-9,44.59,19.99,244.89
2014-08-30-6,21.63,16.23,216.52
2014-08-30-9,75.55,64.44,249.07
2014-08-31-6,33.15,24.89,240.1
2014-08-31-9,37.46,32.24,241.09
2014-09-01-6,30.85,26.74,206.84
2014-09-01-9,38.93,34.99,173.28
2014-09-03-6,47.24,33.09,239.45
2014-09-03-9,60.06,51.21,242.12
2014-09-04-6,40.6,27.8,244.28
2014-09-04-9,89.0,77.83,246.55
2014-09-05-6,33.22,26.57,247.82
2014-09-05-9,94.7,92.92,248.73
2014-09-06-9,22.69,23.18,244.17
2014-09-07-6,14.96,17.31,51.5
2014-09-07-9,19.47,17.93,248.84
2014-09-08-6,23.5,20.73,217.52
2014-09-08-9,24.91,20.32,248.73
2014-09-09-6,21.13,19.08,187.45
2014-09-11-6,51.66,25.1,249.07
2014-09-11-9,103.02,108.46,239.5
2014-09-12-6,50.58,41.28,232.57
2014-09-12-9,97.31,99.18,249.07
2014-09-13-6,15.76,17.12,31.39
2014-09-16-9,24.65,15.75,237.96
2014-09-19-6,62.22,60.22,244.66
2014-09-19-9,26.88,21.38,230.97
2014-09-22-9,40.06,35.21,170.5
2014-09-22-12,38.6,34.58,159.61
2014-09-23-9,43.09,32.43,221.89
2014-09-23-12,46.37,41.63,159.45
2014-09-24-6,49.57,32.96,249.07
2014-09-24-9,95.49,77.74,248.96
2014-09-24-12,97.82,80.17,249.07
2014-09-25-6,31.95,21.07,212.82
2014-09-25-9,63.58,55.83,239.5
2014-09-25-12,47.08,39.28,150.21
2014-09-26-9,45.33,32.54,248.96
2014-09-26-12,97.6,99.05,246.08
2014-09-27-6,56.71,45.84,233.77
2014-09-27-9,64.11,63.03,231.76
2014-09-27-12,50.04,47.45,191.39
2014-09-28-9,45.41,29.7,239.6
2014-09-28-12,59.07,50.15,213.82
2014-09-29-9,25.05,20.5,154.68
2014-09-29-12,23.13,21.88,65.39
2014-09-30-6,21.53,19.89,79.59
2014-09-30-9,35.28,28.12,219.56
2014-09-30-12,24.34,23.96,70.04
2014-10-01-9,46.26,35.87,249.07
2014-10-01-12,28.19,28.09,83.81
2014-10-02-12,29.17,26.88,102.96
2014-10-04-6,25.07,22.81,76.71
2014-10-05-6,14.36,15.02,220.38
2014-10-06-6,16.22,17.62,26.09
2014-10-07-6,16.98,16.28,36.91
2014-10-07-12,18.15,18.15,89.84
2014-10-08-9,48.0,43.7,136.43
2014-10-09-6,145.82,172.18,249.07
2014-10-09-9,187.17,216.57,249.07
2014-10-09-12,150.23,140.43,249.07
2014-10-11-3,21.47,21.36,199.22
2014-10-11-6,89.09,85.19,238.47
2014-10-11-9,107.92,107.03,248.96
2014-10-12-9,40.72,33.68,131.54
2014-10-12-12,51.4,55.97,222.71
2014-10-13-12,16.09,15.21,57.99
2014-10-14-9,15.56,16.36,32.21
2014-10-15-9,43.98,23.8,249.07
2014-10-15-12,56.44,48.98,236.53
2014-10-16-12,47.68,37.4,145.68
2014-10-17-9,35.91,19.25,248.73
2014-10-17-12,27.9,20.26,102.91
2014-10-18-6,42.35,36.33,248.39
2014-10-18-9,98.37,101.4,241.43
2014-10-18-12,50.35,43.37,237.9
2014-10-20-6,49.11,37.77,211.18
2014-10-20-9,77.61,70.1,246.08
2014-10-20-12,56.52,47.26,237.17
2014-10-21-6,32.23,29.9,210.48
2014-10-21-9,41.93,30.59,247.25
2014-10-21-12,45.76,44.79,123.55
2014-10-22-6,24.02,16.83,178.29
2014-10-22-9,39.12,32.97,213.24
2014-10-22-12,77.2,68.81,203.66
2014-10-23-9,58.77,48.52,238.2
2014-10-23-12,75.05,69.98,199.69
2014-10-24-9,34.31,32.79,98.03
2014-10-24-12,50.51,44.83,194.79
2014-10-25-9,22.29,15.68,116.68
2014-10-25-12,62.0,58.35,182.56
2014-10-26-6,37.53,37.18,113.73
2014-10-26-9,54.46,37.87,236.77
2014-10-26-12,114.47,109.82,239.22
2014-10-27-6,45.44,42.12,209.42
2014-10-27-9,53.4,40.78,234.89
2014-10-27-12,35.1,27.95,158.91
2014-10-28-3,18.64,18.07,47.73
2014-10-28-6,34.74,30.81,197.81
2014-10-28-9,77.25,75.12,223.2
2014-10-28-12,70.47,68.3,238.85
2014-10-30-9,54.02,47.77,217.39
2014-10-30-12,29.06,22.44,120.24
2014-10-31-6,22.9,16.59,214.37
2014-10-31-9,32.66,27.25,212.08
2014-10-31-12,23.59,21.37,69.98
2014-11-01-6,23.27,16.01,247.93
2014-11-01-9,35.14,21.03,231.32
2014-11-01-12,48.39,35.34,227.52
2014-11-02-6,17.07,16.3,248.39
2014-11-02-12,41.95,42.09,233.45
2014-11-03-3,18.27,20.22,32.43
2014-11-03-6,29.44,20.42,248.5
2014-11-03-9,18.62,16.0,184.49
2014-11-04-6,35.61,16.8,248.39
2014-11-04-9,140.58,147.19,249.07
2014-11-04-12,141.32,159.63,249.07
2014-11-05-3,20.48,19.94,164.2
2014-11-05-6,37.65,25.69,240.98
2014-11-05-9,170.46,182.19,249.07
2014-11-05-12,56.43,48.19,239.15
2014-11-06-3,20.58,21.27,37.31
2014-11-06-6,43.98,24.74,248.96
2014-11-06-12,59.38,59.46,166.46
2014-11-07-3,25.62,22.14,209.78
2014-11-07-6,105.27,101.75,248.96
2014-11-08-3,17.51,17.23,79.91
2014-11-08-6,37.59,23.22,235.88
2014-11-08-9,85.5,83.79,248.84
2014-11-08-12,83.09,83.28,248.84
2014-11-09-6,24.84,17.46,234.21
2014-11-09-9,24.52,22.19,174.34
2014-11-09-12,24.48,22.4,249.07
2014-11-10-3,21.39,20.28,110.35
2014-11-10-6,26.23,24.82,236.42
2014-11-10-9,158.86,181.18,249.07
2014-11-10-12,128.63,129.48,249.07
2014-11-11-9,27.52,18.54,190.21
2014-11-12-9,21.07,18.57,74.43
2014-11-14-9,25.48,15.12,220.74
2014-11-14-12,44.62,41.97,152.33
2014-11-14-15,19.7,17.82,161.91
2014-11-15-6,71.25,54.57,249.07
2014-11-15-9,108.03,109.65,248.73
2014-11-15-12,70.74,59.85,245.42
2014-11-16-3,36.83,25.74,247.7
2014-11-16-6,78.84,57.98,247.02
2014-11-16-9,74.37,58.87,249.07
2014-11-16-12,86.44,67.98,249.07
2014-11-16-15,42.98,29.47,239.38
2014-11-17-12,64.69,56.31,213.63
2014-11-18-6,25.24,15.42,236.76
2014-11-18-9,72.0,48.73,240.52
2014-11-18-12,77.52,62.78,245.65
2014-11-18-15,40.07,39.42,201.59
2014-11-19-12,25.95,22.49,114.9
2014-11-20-6,46.56,41.0,214.58
2014-11-20-9,81.76,71.3,248.96
2014-11-20-12,54.74,47.34,206.73
2014-11-20-15,56.21,43.74,248.39
2014-11-21-6,24.19,15.82,239.15
2014-11-21-9,57.64,33.57,245.31
2014-11-21-12,32.95,26.3,198.2
2014-11-21-15,65.9,53.92,249.07
2014-11-22-6,31.25,17.76,241.89
2014-11-22-9,49.26,40.87,236.76
2014-11-23-6,25.31,17.23,205.66
2014-11-23-9,49.8,38.38,227.19
2014-11-23-12,46.72,43.58,125.52
2014-11-23-15,47.1,40.58,149.66
2014-11-24-9,26.66,17.39,216.21
2014-11-24-12,47.98,39.43,190.63
2014-11-24-15,57.57,46.5,209.56
2014-11-25-12,19.59,16.57,68.21
2014-11-25-15,16.66,15.44,57.51
2014-11-26-9,36.88,31.56,155.78
2014-11-26-12,44.68,41.68,176.52
2014-11-27-12,29.13,20.24,107.33
2014-11-27-15,34.34,29.85,119.72
2014-11-28-12,54.61,32.45,233.01
2014-11-28-15,29.21,26.13,107.22
2014-11-29-12,17.77,17.54,50.73
2014-11-29-15,16.32,15.44,52.17
2014-12-01-3,16.62,17.56,29.77
2014-12-01-6,21.62,20.47,68.98
2014-12-01-9,22.0,21.96,63.18
2014-12-01-12,36.7,32.67,107.94
2014-12-04-12,51.25,38.28,227.75
2014-12-04-15,62.54,47.69,246.45
2014-12-05-3,28.78,21.61,239.38
2014-12-05-12,102.9,111.12,223.98
2014-12-05-15,42.46,33.9,123.5
2014-12-07-3,20.98,19.05,220.99
2014-12-07-6,74.99,65.99,249.07
2014-12-07-15,127.93,141.3,249.07
2014-12-08-15,56.6,44.25,241.78
2014-12-09-6,58.09,64.0,227.36
2014-12-09-9,73.3,63.45,235.8
2014-12-09-12,107.85,110.56,249.07
2014-12-09-15,63.64,72.36,222.44
2014-12-10-6,48.99,25.13,235.3
2014-12-10-9,117.36,127.16,249.07
2014-12-10-15,15.67,17.25,31.71
2014-12-11-9,15.08,16.01,29.03
2014-12-11-12,14.91,16.73,26.57
2014-12-11-15,15.31,16.46,31.12
2014-12-12-6,79.42,42.81,248.73
2014-12-12-9,61.63,56.6,248.27
2014-12-12-12,144.42,153.25,249.07
2014-12-12-15,111.01,106.47,249.07
2014-12-13-9,29.25,21.24,114.47
2014-12-13-12,43.19,43.27,119.75
2014-12-13-15,31.19,24.58,235.74
2014-12-14-6,32.94,26.06,198.35
2014-12-14-9,60.58,56.8,186.76
2014-12-14-12,91.56,90.14,212.6
2014-12-14-15,38.89,39.44,93.07
2014-12-15-6,55.17,24.36,249.07
2014-12-15-9,67.07,67.86,234.88
2014-12-15-12,110.39,103.64,249.07
2014-12-15-15,75.67,66.19,247.13
2014-12-16-9,42.9,43.16,99.58
2014-12-16-12,76.89,74.46,226.18
2014-12-16-15,23.55,18.94,96.61
2014-12-17-3,18.43,16.61,66.58
2014-12-17-6,23.78,22.82,106.52
2014-12-17-9,26.95,25.0,134.06
2014-12-17-12,20.73,19.87,56.7
2014-12-18-12,25.76,23.69,70.18
2014-12-19-9,50.73,34.07,247.93
2014-12-19-15,23.77,15.43,221.0
2014-12-20-6,26.59,15.87,239.45
2014-12-20-9,34.52,21.89,225.66
2014-12-20-12,55.59,44.7,236.62
2014-12-21-6,58.24,51.51,228.79
2014-12-21-9,70.86,61.17,239.45
2014-12-21-12,71.64,67.91,228.35
2014-12-21-15,108.2,96.12,249.07
2014-12-22-6,70.86,65.84,249.07
2014-12-22-9,67.3,68.39,206.98
2014-12-22-12,24.57,19.89,213.14
2014-12-22-15,15.22,15.49,110.99
2014-12-23-12,23.12,15.77,140.96
2014-12-25-12,38.98,25.86,239.72
2014-12-25-15,45.37,37.77,155.41
2014-12-26-3,29.48,26.78,125.53
2014-12-26-6,32.23,22.64,207.95
2014-12-26-9,27.7,23.9,205.39
2014-12-26-12,16.7,16.58,45.58
2014-12-27-6,28.6,29.7,87.23
2014-12-27-9,32.28,32.26,92.41
2014-12-27-12,33.46,30.27,102.66
2014-12-27-15,19.18,16.04,77.9
2014-12-28-6,24.33,16.6,217.65
2014-12-28-9,33.18,31.29,193.78
2014-12-28-12,29.31,26.93,70.98
2014-12-28-15,15.58,15.75,46.94
2014-12-29-3,19.21,21.23,50.02
2014-12-29-6,35.49,29.28,185.7
2014-12-29-9,64.32,52.52,239.45
2014-12-29-12,94.25,92.36,246.45
2014-12-29-15,87.3,64.11,248.05
2014-12-30-6,18.57,19.03,52.24
2014-12-30-9,72.11,61.76,239.45
2014-12-30-12,96.8,98.28,219.16
2014-12-30-15,45.96,35.43,150.38
2014-12-31-3,16.42,18.61,27.38
2014-12-31-6,24.76,18.96,247.7
2014-12-31-12,81.09,81.9,215.09
2014-12-31-15,45.99,41.03,191.03
